id,sample,label
139,czy powiêkszenie balkonów w du¿ej wspólnocie mieszkaniowej mo¿e zostaæ sfinansowane ze œrodków zgormadzonych na funduszu remontowym,prawo cywilne
140,czy rezydent mo¿e dy¿urowaæ samodzielnie jak kszta³tuje siê odpowiedzialnoœæ lekarza rezydenta za b³¹d medyczny w trakcie pe³nienia dy¿uru,prawo medyczne
141,czy mo¿na udostêpniaæ klientowi dokumentacjê w trakcie postêpowania komisji kolejowej,prawo administracyjne
142,czy klient jest obowi¹zany poinformowaæ pracodawcê o zamiarze podjêcia dodatkowego zatrudnienia na podstawie umowy cywilnoprawnej zlecenia i uzyskaæ jego zgodê,prawo pracy
143,czy mo¿na wstrzymaæ zajêcie rachunku bankowego,prawo cywilne
144,czy klient mo¿e odmówiæ przyjêcia pacjenta z uwagi na to ¿e nie mo¿e z jego rodzicami dojœæ do porozumienia,prawo medyczne
145,czy umowa o pracê zosta³a skutecznie wypowiedziana czy zwolnienie lekarskie wp³ywa na skutecznoœæ wypowiedzenia,prawo pracy
146,jak w odniesieniu do wniosku zarz¹du wspólnoty mieszkaniowej powinien zachowaæ siê jej administrator,prawo cywilne
147,czy w zwi¹zku z przedstawionym stanem faktycznym postêpowanie klientki by³o zgodne z prawem czy pacjent mo¿e podj¹æ kroki prawne przeciwko klientce je¿eli tak to jakie,prawo medyczne
148,czy klient mo¿e odmówiæ przyjêcia pacjenta z uwagi na to ¿e kwestionuje on metody leczenia klienta i nie mo¿na z nim dojœæ do porozumienia,prawo medyczne
149,jakie kroki prawne mo¿e podj¹æ klientka,prawo karne
150,czy dzia³anie szpitala mo¿e byæ uznane za dyskryminacjê czy pracodawca musi zawiadomiæ pracownika o zamiarze zwolnienia,prawo pracy
151,czy klient zobowi¹zany bêdzie do posiadania kasy fiskalnej,prawo podatkowe
152,czym ró¿ni siê wiedza o pope³nieniu czynu zabronionego od wiarygodnej informacji w tym przedmiocie czy psycholog jest zobowi¹zany do ustalenia wieku osoby z któr¹ wspó³¿y³a nastolatka czy je¿eli osoba z któr¹ wspó³¿y³a nastolatka nie ukoñczy³a  roku ¿ycia psycholog ma obowi¹zek powiadomiæ organy œcigania czy je¿eli nastolatka chce dokonaæ aborcji nielegalnie psycholog jest zobowi¹zany do powiadomienia organów œcigania,prawo karne
153,w jaki sposób prawid³owo dokonaæ po¿yczki na rzecz spó³ki,prawo cywilne
154,czym jest instytucja interwenienta ubocznego czy klient powinien przyst¹piæ do procesu jako interwenient uboczny,prawo cywilne
155,czy klient zobowi¹zany jest do udostêpnienia dokumentacji medycznej mê¿owi zmar³ej pacjentki,prawo medyczne
156,czy dzia³anie pracodawcy jest zgodne z obecnie obowi¹zuj¹cym porz¹dkiem prawnym,prawo pracy
157,czy dzia³anie pracodawcy mo¿e byæ uznane za dyskryminacjê,prawo pracy
158,jakie dzia³ania mo¿na podj¹æ w celu wymuszenia na w³aœcicielu lub najemcach lokalu przestrzegania zasad ciszy nocnej i wspó³¿ycia spo³ecznego,prawo karne
159,czy ¿onie klienta przys³uguje dodatek do wynagrodzenia za pracê w niedziele czy ¿onie klienta przys³uguje dodatek do wynagrodzenia za pracê w systemie równowa¿nego czasu pracy,prawo pracy
160,czy mo¿liwe jest udzielenie telefonicznej porady lekarskiej przez lekarza psychiatrê w œwietle zmian zwi¹zanych z zagro¿eniem koronawirusem,prawo medyczne
161,czy klient mo¿e zobowi¹zaæ by³¹ ¿onê do partycypacji w kosztach utrzymania mieszkania,prawo cywilne
162,czy w zwi¹zku z rozwi¹zaniem stosunku pracy klientowi bêdzie przys³ugiwa³a odprawa emerytalna,prawo pracy
163,czy tzw zejœcie lekarza po dy¿urze wlicza siê do czasu pracy lekarza rezydenta i nale¿y siê za ten czas wynagrodzenie czy powy¿sza kwestia zosta³a uregulowana w przepisach powszechnie obowi¹zuj¹cych,prawo medyczne
164,czy przychodnie z którymi klientka zawiera umowê o udzielanie œwiadczeñ medycznych s¹ zobowi¹zane do zapewnienia sprzêtu medycznego leków oraz odpowiedniego personelu np pielêgniarki jakie s¹ zasady przyjmowania rejestracji w placówkach podstawowej opieki zdrowotnej pacjentów z podejrzeniem zara¿enia koronawirusem czy w razie nieprzestrzegania powy¿szych procedur klientka mo¿e rozwi¹zaæ umowy o udzielanie œwiadczeñ medycznych,inne
165,co nale¿y zrobiæ w przedstawionych okolicznoœciach,prawo medyczne
166,jak kszta³tuje siê ochrona prawna osoby pozostaj¹cej na urlopie wychowawczym w przypadku zakoñczenia dzia³alnoœci przez pracodawcê,prawo pracy
167,czy lekarz mo¿e odmówiæ pracy w przypadku braku odpowiedniej odzie¿y ochronnej i szkoleñ z zakresu indywidualnej ochrony przed koronawirusem,prawo medyczne
168,czy pracodawca mo¿e ¿¹daæ od pracownika informacji na temat jego aktualnego dodatkowego zatrudnienia w zwi¹zku z ryzykiem zaka¿enia pracownika koronawirusem w miejscu dodatkowego zatrudnienia,prawo pracy
169,czy lekarze rezydenci mog¹ ¿¹daæ przeprowadzenia pañstwowego egzaminu specjalizacyjnego pes,prawo medyczne
170,w jaki sposób cz³onek zarz¹du mo¿e dokonaæ najmu swojego prywatnego samochodu na rzecz spó³ki z ograniczon¹ odpowiedzialnoœci¹,prawo cywilne
171,czy lekarz mo¿e odmówiæ pracy w przypadku braku odpowiedniej odzie¿y ochronnej i szkoleñ z zakresu indywidualnej ochrony przed koronawirusem,prawo pracy
172,czy ustalanie ceny leku aptecznego przez aptekê poprzez doliczanie  stawki podatku vat jest dzia³aniem zgodnym z obowi¹zuj¹cym porz¹dkiem prawnym,prawo farmaceutyczne
173,czy lekarz i ratownik medyczny mog¹ odmówiæ pracy w przypadku braku odpowiedniej odzie¿y ochronnej i szkoleñ z zakresu indywidualnej ochrony przed koronawirusem,prawo pracy
174,czy lekarz zatrudniony na kontrakcie ma prawo odmówiæ udzielania œwiadczenia us³ug medycznych na przekszta³conym oddziale w zwi¹zku z rozprzestrzenianiem siê koronawirusa,prawo medyczne
175,czy osoba podejrzana o zaka¿enie koronawirusem ma obowi¹zek hospitalizacji do momentu uzyskania wyników czy osoba z potwierdzeniem zaka¿enia koronawirusem bez objawów ma obowi¹zek hospitalizacji jakie konsekwencje poniesie osoba je¿eli wyst¹pi obowi¹zek hospitalizacji a pacjent nie wyrazi zgody jakie dzia³ania powinien podj¹æ pracodawca je¿eli powzi¹³ informacje ¿e lekarz mia³ przelotny kontakt z osob¹ poddan¹ kwarantannie jeszcze nie potwierdzone zara¿enie,prawo karne
176,czy w zwi¹zku z obecn¹ sytuacj¹ epidemiologiczn¹ lekarz mo¿e odmówiæ leczenia pacjenta gdyby jej udzielnie mia³oby naraziæ jego w³asne zdrowie czy lekarz mo¿e odmówiæ wykonywania pracy je¿eli wewnêtrzne procedury szpitala nie s¹ wystarczaj¹ce dla zapewnienia bezpieczeñstwa lekarzy,prawo medyczne
177,czy mo¿na nie dopuœciæ do pracy pracownika który w sposób poœredni mia³ stycznoœæ z osob¹ zara¿on¹ na koronawirusa,prawo medyczne
178,czy zakres ubezpieczenia odpowiedzialnoœci cywilnej lekarzy farmaceutów i innych osób œwiadcz¹cych us³ugi o charakterze medycznym tu ergo hestia obejmuje swoim zakresem szkody wynik³e z przeniesienia wirusa sarscov czy pracodawca mo¿e zmusiæ lekarza do wykonywania œwiadczeñ planowych który odmówi³ wykonania zabiegu z uwagi na zagro¿enie epidemiologiczne,prawo medyczne
179,czy pracodawca ma prawo przymusowo skierowaæ klienta na urlop wypoczynkowy w terminie innym ni¿ wynika to z planu urlopowego,prawo pracy
180,czy w sytuacji globalnego zagro¿enia epidemiologicznego pracodawca ma prawo odmówiæ pracy zdalnej w przypadku gdy wnosi o to lekarz z obawy o zdrowie swoich pacjentów,prawo medyczne
181,czy podczas odbywania kwarantanny mo¿liwa jest praca zdalna czy pracodawca mo¿e odmówiæ pracownikowi mo¿liwoœci pracy zdalnej w trakcie kwarantanny,prawo pracy
182,czy pracodawca mo¿e zobowi¹zaæ pracownika do wykorzystania urlopu wypoczynkowego w okreœlonym przez siebie terminie czy pracodawca mo¿e zobowi¹zaæ pracownika do wykorzystania bezp³atnego urlopu,prawo pracy
183,co w przedstawionej sytuacji mo¿e zrobiæ klient,prawo karne
184,czy aktualne badania lekarskie uprawniaj¹ce do wykonywania zawodu maszynisty mog¹ zast¹piæ badania wstêpne,prawo pracy
185,czy pracodawca mo¿e zobowi¹zaæ pracownika do wykorzystania urlopu wypoczynkowego w okreœlonym przez siebie terminie czy pracodawca mo¿e zobowi¹zaæ pracownika do udania siê na zwolnienie lekarskie,prawo pracy
186,czy by³y pracodawca ma prawo ¿¹daæ od klienta zwrotu pewnej kwoty wynikaj¹cej z umowy lojalnoœciowej,prawo pracy
187,czy pracownik który nie móg³ wykonaæ badañ obowi¹zkowych z powodu zagro¿enia koronawirusem powinien zostaæ zwolniony z wykonywania pracy z prawem do wynagrodzenia,prawo pracy
188,w jaki sposób klient mo¿e dochodziæ swoich praw w zwi¹zku z wyciekiem danych osobowych,prawo administracyjne
189,czy bank powinien zwróciæ klientce proporcjonaln¹ czêœæ kosztów prowizji kredytu,prawo administracyjne
190,czym jest sta¿ zewnêtrzny o którym mowa w zarz¹dzeniu czy klientkê dotycz¹ przepisy o skierowaniu do pracy przy zwalczaniu epidemii,prawo medyczne
191,czy pracodawca ma prawo nie udzieliæ zgody na bezp³atny urlop pracownika,prawo pracy
192,czy klientka mo¿e otrzymaæ skierowanie przez wojewodê do innej jednostki poza miejsce odbywania sta¿u jakie w zwi¹zku z tym bêd¹ prawa i obowi¹zki klientki,prawo medyczne
193,czy bank powinien zwróciæ klientce proporcjonaln¹ czêœæ kosztów prowizji kredytu hipotecznego,prawo administracyjne
194,czy pracodawca mo¿e ¿¹daæ od pracownika informacji na temat jego aktualnego dodatkowego zatrudnienia w zwi¹zku z ryzykiem zaka¿enia pracownika koronawirusem w miejscu dodatkowego zatrudnienia czy pracodawca mo¿e zobowi¹zaæ pracownika do podpisania oœwiadczenia w którym pracownik wska¿e swoje dodatkowe aktywnoœci zawodowe oraz zobowi¹¿e siê do ich niewykonywania w czasie epidemii jakie konsekwencje gro¿¹ pracownikowi który nie podpisze oœwiadczenia,prawo pracy
195,czy pracownik mo¿e kontynuowaæ pracê bez wa¿nych badañ okresowych,prawo pracy
196,czy pracodawca mo¿e zabroniæ pracownikom lekarzom noszenia maseczek na twarzach,prawo medyczne
197,czy dzieci klienta powinny obecnie dokonaæ czynnoœci zmierzaj¹cych do zrzeczenia siê ewentualnego dziedziczenia po zmar³ym spadkodawcy,prawo cywilne
198,czy klient mia³ podstawy aby odmówiæ udzielania œwiadczeñ zdrowotnych ca³ej rodzinie problematycznego pacjenta,prawo medyczne
199,czy pracodawca mo¿e zobowi¹zaæ pracownika do wykorzystania urlopu wypoczynkowego w okreœlonym przez siebie terminie,prawo pracy
200,czy pracodawca mo¿e zobowi¹zaæ pracowników do wykorzystania urlopów wypoczynkowych ze wzglêdu na tzw pracê rotacyjn¹,prawo pracy
201,czy w zwi¹zku z obecn¹ sytuacj¹ epidemiologiczn¹ istnieje mo¿liwoœæ oddelegowania lekarzy rezydentów do pracy w innym miejscu ni¿ s¹ zatrudnieni czy szpital ma prawo oddelegowaæ rezydenta robi¹cego specjalizacjê zabiegow¹ neurochirurgia mimo dostêpnoœci rezydentów specjalizacji niezabiegowych bardziej przygotowanych i wykwalifikowanych do zabezpieczenia oddzia³u zakaŸnego czy szpital ma prawo oddelegowaæ rezydenta przed koñcem jego specjalizacji tym samym nara¿aj¹c go na wyd³u¿enie okresu szkoleniowego bez mo¿liwoœci zakoñczenia jej w terminie jakie obowi¹zki ma szpital wobec lekarzy oddelegowanych dodatkowe premie zwrot kosztów transportu zameldowania po¿ywienia zapomoga psychologiczna w jaki sposób kszta³tuje siê odpowiedzialnoœæ lekarza za b³êdy medyczne podczas oddelegowania,prawo karne
202,czy w zwi¹zku z obecn¹ sytuacj¹ epidemiologiczn¹ istnieje mo¿liwoœæ oddelegowania lekarzy rezydentów do pracy w innym miejscu ni¿ s¹ zatrudnieni czy lekarz bêdzie mia³ prawo do odmowy œwiadczenia pracy je¿eli szpital nie zapewni mu odpowiedniego wyposa¿enia oraz œrodków ochronnych przed szerz¹c¹ siê epidemi¹ covid,prawo medyczne
203,czy klient mo¿e wykonywaæ samodzieln¹ pracê na oddziale wewnêtrznym,prawo medyczne
204,czy postêpowanie pracodawcy jest zgodne z prawem,prawo pracy
205,czy w przedmiotowej sprawie klient ma prawo do rezygnacji ze zwrotem kosztów ze strony biura z uwagi na sytuacjê epidemiologiczn¹,prawo administracyjne
206,jakie s¹ wymagania dotycz¹ce prowadzenia obrotu kosmetykami przez hurtownie farmaceutyczne jakie dokumenty musi posiadaæ kosmetyk albo wyrób kosmetyczny aby móg³ byæ przedmiotem obrotu,prawo farmaceutyczne
207,czy w trakcie panuj¹cej epidemii klientce przys³ugiwaæ bêdzie wynagrodzenie za czas przestoju,prawo pracy
208,czy towarzystwo ubezpieczeniowe zachowa³o siê zgodnie z prawem,prawo farmaceutyczne
209,czy klientowi wolno wyjœæ do sklepu z rowerami czy klient mo¿e wyjœæ pobiegaæ lub pojeŸdziæ na rowerze czy przepisy dotycz¹ce zakazu przemieszczania siê s¹ zgodne z konstytucj¹,inne
210,czy wobec braku dochodów osoba pe³noletnia zwolniona jest z op³aty s¹dowej lub op³aty notarialnej w zwi¹zku z chêci¹ z³o¿enia oœwiadczenia o odrzuceniu spadku czy ojciec powinien zostaæ powiadomiony o powo³aniu jego pe³noletnich dzieci do spadku,prawo cywilne
211,czy klientka mo¿e zwolniæ siê od koniecznoœci uiszczania op³at za odbiór i utylizacjê odpadów medycznych przez czas w którym nie bêdzie ich produkowaæ czy asystentka klientki bêdzie uprawniona do pobierania zasi³ku dla bezrobotnych w trakcie okresu wypowiedzenia umowy w jaki sposób skonstruowaæ wypowiedzenie umowy zawartej z asystentk¹ aby nie naraziæ siê na koniecznoœæ wyp³aty odprawy lub odszkodowania,prawo administracyjne
212,jakie kroki prawne mo¿e podj¹æ klient,prawo karne
213,czy w zwi¹zku z wprowadzonym stanem epidemii prezes okrêgowej izby lekarskiej mo¿e przeprowadziæ œlubowanie,prawo medyczne
214,jak kszta³tuje siê kwestia wynagrodzenia w przypadku skierowania pielêgniarki do pracy przy zwalczaniu epidemii czy podmiot leczniczy musi zawrzeæ z klientk¹ umowê o pracê czy aktualnie zatrudniaj¹ce podmioty bêd¹ zobowi¹zane udzieliæ klientce bezp³atnego urlopu,prawo medyczne
215,czy klientka wychowuj¹ca niepe³noletnie dzieci mo¿e zostaæ skierowana do pracy w szpitalu zakaŸnym w zwi¹zku z obecnym stanem epidemii,prawo medyczne
216,czy w zwi¹zku z epidemi¹ koronawirusa klient mo¿e dalej udzielaæ œwiadczeñ fizjoterapeutycznych w domach pacjentów,prawo medyczne
217,czy pracodawca mo¿e zobowi¹zaæ lekarza do pracy tylko w jednym miejscu,prawo pracy
218,czy klientka mo¿e udostêpniæ dane adresowe pacjentki rzecznikowi odpowiedzialnoœci zawodowej pielêgniarek i po³o¿nych,prawo medyczne
219,czy apteka ogólnodostêpna mo¿e sprzedawaæ maseczki higieniczne czy apteka ogólnodostêpna mo¿e nabyæ maseczki higieniczne poza hurtowni¹ farmaceutyczn¹,prawo farmaceutyczne
220,jaka jest procedura odwo³ania siê przez lekarza od decyzji o skierowaniu do pracy przy zwalczaniu epidemii,prawo medyczne
221,czy okres odbywania sta¿u przez klienta bêdzie przed³u¿ony o czas kwarantanny czy klient otrzyma wynagrodzenie za okres kiedy podmiot leczniczy pozostaje zamkniêty jak powinien zachowaæ siê klient czy klient powinien udaæ siê na urlop wypoczynkowy lub bezp³atny,prawo medyczne
222,czy towarzystwo ubezpieczeniowe zachowa³o siê zgodnie z prawem czy klient mo¿e odwo³aæ siê od decyzji towarzystwa ubezpieczeniowego,prawo cywilne
223,czy pracodawca mo¿e nakazaæ lekarzowi który nie podpisa³ klauzuli optout pracê ponad wymiar  godzin tygodniowo bez zgody pracownika czy w przypadku osób zatrudnionych w wymiarze  etatu tygodniowy limit godzin jest proporcjonalnie zmniejszony,prawo pracy
224,czy mo¿liwe jest uchylenie siê od z³o¿onego oœwiadczenia woli  zgody na rozwi¹zanie stosunku pracy czy w œwiadectwie pracy zawarty jest powód wypowiedzenia umowy o pracê,prawo pracy
225,jak¹ datê zakoñczenia umowy powinna wskazaæ klientka w wypowiedzeniu czy pracodawca mo¿e nie zgodziæ siê na wyp³acenie ekwiwalentu za niewykorzystany urlop czy gdyby pracodawca nie wyrazi³ zgody na rozwi¹zanie umowy o pracê za porozumieniem stron i wyp³acenie ekwiwalentu za urlop to czy klientka mo¿e w trakcie okresu wypowiedzenia podj¹æ pracê u innego pracodawcy,prawo pracy
226,kiedy klient powinien otrzymaæ zwrot zap³aconej ceny,prawo medyczne
227,czy synowie klienta mog¹ byæ powo³ani do dziedziczenia po kuzynie swojej matki czy synowie klienta powinni zostaæ powiadomieni o ich powo³aniu do spadku je¿eli tak to w jaki sposób w jaki sposób mo¿na uzasadniæ wniosek o zwolnienie z kosztów s¹dowych,prawo cywilne
228,czy pracodawca mia³ mo¿liwoœæ wypowiedzenia umowy o pracê,prawo pracy
229,czy w zwi¹zku z obecn¹ sytuacj¹ epidemiologiczn¹ istnieje mo¿liwoœæ oddelegowania lekarzy rezydentów do pracy w szpitalu przekszta³conym w szpital zakaŸny,prawo medyczne
230,czy wnuczka mo¿e zostaæ zobowi¹zana do p³acenia alimentów na rzecz swojej babki w jakim terminie nale¿y zg³osiæ nabycie spadku do urzêdu skarbowego w sk³ad spadku wchodzi nieruchomoœæ,prawo cywilne
231,czy czynnoœci zakupu programu internetowego s³u¿¹cego do prowadzenia ksiêgowoœci wspólnoty zawarcia umowy o œwiadczenie us³ug z ksiêgow¹ lub wykupienie domeny internetowej stanowi¹ czynnoœci zwyk³ego zarz¹du,prawo cywilne
232,czy klientka mo¿e pojechaæ na dzia³kê z partnerem,prawo medyczne
233,czy stanowisko pracodawcy jest prawid³owe,prawo pracy
234,jakich œwiadczeñ mo¿e udzielaæ fizjoterapeuta w trakcie stanu epidemii jaka sankcja grozi mu za nieprzestrzeganie ograniczeñ spowodowanych wprowadzeniem stanu epidemii,prawo medyczne
235,czy propozycjê pracodawcy nale¿y uznaæ za zgodn¹ z prawem czy pracodawca mo¿e przenieœæ klientkê na inny oddzia³ w szpitalu,prawo pracy
236,czy farmaceuta ma obowi¹zek informowania pacjenta o dacie wa¿noœci leku,prawo farmaceutyczne
237,jaki jest skutek niez³o¿enia odpowiedzi na apelacjê w wymaganym terminie,prawo cywilne
238,czy klientka mo¿e odmówiæ pacjentce i nie udostêpniæ jej dokumentacji medycznej,prawo medyczne
239,czy istniej¹ przepisy które reguluj¹ skutecznoœæ b¹dŸ formê wprowadzenia opisanego przez klienta rozwi¹zania  przesy³ania pracownikom poleceñ drog¹ mailow¹,prawo pracy
240,czy œwiadczenie postojowe jest jednorazowe czy gdyby umowa zlecenia zosta³a przekszta³cona w umowê o pracê to czy klientce przys³ugiwa³yby œwiadczenia o których mowa w tzw tarczy antykryzysowej przeznaczone dla pracowników,prawo medyczne
